article_id,article_title,predicted_label,actual_label,confidence,explanation,manual_score
FNSPID_00629,"5 Stocks To Watch For December 13, 2019",up,up,0.4164,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""5 Stocks To Watch For December 13, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04774,UPS To Waive Money-Back Guarantees If Third Parties Use Tracking Data,up,down,0.3595,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPS To Waive Money-Back Guarantees If Third Parties Use Tracking Data"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_03595,"Tariffs On Japanese Cars, Car Parts Will Be Eliminated Through Further Talks, No Time Frame Set",neutral,neutral,0.3711,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Tariffs On Japanese Cars, Car Parts Will Be Eliminated Through Further Talks, No Time Frame Set"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_10689,16 S&P 500 Stocks With The Most Insider Ownership,neutral,neutral,0.3589,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""16 S&P 500 Stocks With The Most Insider Ownership"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_03140,"UBS Maintains Buy on Electronic Arts, Raises Price Target to $122",up,up,0.3672,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UBS Maintains Buy on Electronic Arts, Raises Price Target to $122"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_01624,"Morgan Stanley Maintains Overweight, $553 Target On BlackRock As Firm Notes 'We see a compelling tactical buying opportunity in BLK shares amid significant relative underperformance vs TROW of ~14% over the past 60 days'",up,neutral,0.4495,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Morgan Stanley Maintains Overweight, $553 Target On BlackRock As Firm Notes 'We see a compelling tactical buying opportunity in BLK shares amid significant relative underperformance vs TROW of ~14% over the past 60 days'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04144,Jon Najarian Highlights Unusual Activity In PayPal And Freeport-McMoRan,up,up,0.3553,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Jon Najarian Highlights Unusual Activity In PayPal And Freeport-McMoRan"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04690,Amazon Says Its Last-Mile Delivery Network Is On Track To Deliver 3.5B Packages In 2019,up,neutral,0.3712,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Amazon Says Its Last-Mile Delivery Network Is On Track To Deliver 3.5B Packages In 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_03138,Electronic Arts Option Alert: Jan 17 $110 Calls at the Ask: 900 @ $0.6 vs 4504 OI; Ref=$97.755,up,neutral,0.4098,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Electronic Arts Option Alert: Jan 17 $110 Calls at the Ask: 900 @ $0.6 vs 4504 OI; Ref=$97.755"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02648,"JP Morgan Downgrades CSX to Neutral, Lowers Price Target to $76",up,neutral,0.371,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""JP Morgan Downgrades CSX to Neutral, Lowers Price Target to $76"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07271,Large Retail Chains Activate Disaster Teams To Replenish Florida Stores,neutral,down,0.404,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Large Retail Chains Activate Disaster Teams To Replenish Florida Stores"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_13139,"Tyson Receives Approval From US, Chinese Regulators Related To Export Of American Poultry To China From All 36 Of Co.'s US Processing Plants, Sees Orders Commencing Early 2020",up,neutral,0.3981,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Tyson Receives Approval From US, Chinese Regulators Related To Export Of American Poultry To China From All 36 Of Co.'s US Processing Plants, Sees Orders Commencing Early 2020"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02118,"Deutsche Bank Maintains Buy on Cigna, Raises Price Target to $229",up,up,0.375,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Deutsche Bank Maintains Buy on Cigna, Raises Price Target to $229"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00659,"Morgan Stanley Maintains Equal-Weight on Broadcom, Raises Price Target to $298",up,neutral,0.3584,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Morgan Stanley Maintains Equal-Weight on Broadcom, Raises Price Target to $298"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06721,Halliburton shares are trading lowed despite no company-specific news. NOTE: Global markets have been volatile today following the renewal of US-China trade threats.,up,neutral,0.4369,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Halliburton shares are trading lowed despite no company-specific news. NOTE: Global markets have been volatile today following the renewal of US-China trade threats."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02647,A Peek Into The Markets: US Stock Futures Fall; All Eyes On Jobs Data,up,neutral,0.3767,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""A Peek Into The Markets: US Stock Futures Fall; All Eyes On Jobs Data"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09750,"Occidental Petroleum Q3 EPS $0.11 Misses $0.38 Estimate, GAAP EPS $(1.08)",up,down,0.4192,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Occidental Petroleum Q3 EPS $0.11 Misses $0.38 Estimate, GAAP EPS $(1.08)"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08722,"The Daily Biotech Pulse: Eli Lily Revenues Trail Estimates, Moderna Gets Fast Track Designation, MacroGenics' Lukewarm Breast Cancer Data",neutral,neutral,0.4026,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""The Daily Biotech Pulse: Eli Lily Revenues Trail Estimates, Moderna Gets Fast Track Designation, MacroGenics' Lukewarm Breast Cancer Data"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_06686,UPDATE: Argus Downgrades Haliburton To Hold As Firm Expects Co.'to face pressure from rising crude oil inventories and moderating global demand' to face pressure from rising crude oil',up,down,0.4084,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Argus Downgrades Haliburton To Hold As Firm Expects Co.'to face pressure from rising crude oil inventories and moderating global demand' to face pressure from rising crude oil'"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_05622,"Credit Suisse Maintains Underperform on GameStop, Lowers Price Target to $5",up,neutral,0.3616,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Credit Suisse Maintains Underperform on GameStop, Lowers Price Target to $5"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02177,"Shares of several healthcare companies are trading lower after the Johnson & Johnson opioid crisis ruling. It is seen as an ominous sign for things to come for the whole sector as there are still 2,000 more lawsuits awaiting.",down,neutral,0.3571,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several healthcare companies are trading lower after the Johnson & Johnson opioid crisis ruling. It is seen as an ominous sign for things to come for the whole sector as there are still 2,000 more lawsuits awaiting."" reads as a down signal for the stock, which is consistent with a downward next-day move.",
FNSPID_09205,22 Healthcare Stocks Moving In Tuesday's Pre-Market Session,up,neutral,0.4254,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""22 Healthcare Stocks Moving In Tuesday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00684,Broadcom Trades Lower On $3B Debt Offering,up,neutral,0.3677,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Broadcom Trades Lower On $3B Debt Offering"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_11198,28 Stocks Moving in Friday's Pre-Market Session,up,neutral,0.4524,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""28 Stocks Moving in Friday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_01164,3 Best Credit Cards For Contractors,up,up,0.36,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""3 Best Credit Cards For Contractors"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06110,Q3 Earnings Preview For Groupon,up,neutral,0.3767,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Q3 Earnings Preview For Groupon"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_02629,"10 Stocks To Watch For October 17, 2019",up,down,0.4005,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""10 Stocks To Watch For October 17, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_00625,10 Biggest Price Target Changes For Friday,up,up,0.3534,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""10 Biggest Price Target Changes For Friday"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09132,"JP Morgan Maintains Overweight on Medtronic, Raises Price Target to $128",up,neutral,0.3686,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""JP Morgan Maintains Overweight on Medtronic, Raises Price Target to $128"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08767,Lilly Receives FDA Approval for Taltz for the Treatment of Active Ankylosing Spondylitis,up,neutral,0.3594,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Lilly Receives FDA Approval for Taltz for the Treatment of Active Ankylosing Spondylitis"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09174,Medtronic Receives FDA Breakthrough Device Designation For Developing Stent Graft System To Treat Thoracoabdominal Aortic Aneurysm,up,up,0.3531,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Medtronic Receives FDA Breakthrough Device Designation For Developing Stent Graft System To Treat Thoracoabdominal Aortic Aneurysm"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08701,U.S. Considers Scaling Back IP Protections For Big Drugmakers To Help Win Democratic Support For New Trade Pact With Mexico And Canada,up,neutral,0.3892,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""U.S. Considers Scaling Back IP Protections For Big Drugmakers To Help Win Democratic Support For New Trade Pact With Mexico And Canada"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06103,24 Stocks Moving in Tuesday's Pre-Market Session,up,down,0.4427,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""24 Stocks Moving in Tuesday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_06725,30 Stocks Moving in Monday's Pre-Market Session,up,down,0.4311,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""30 Stocks Moving in Monday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08736,17 Healthcare Stocks Moving In Wednesday's Pre-Market Session,up,neutral,0.4276,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""17 Healthcare Stocks Moving In Wednesday's Pre-Market Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04793,"UPDATE: Alphabet Held Secret 'Logistics Summit' With Representatives From FedEx, Other Shipping Cos.",up,neutral,0.358,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""UPDATE: Alphabet Held Secret 'Logistics Summit' With Representatives From FedEx, Other Shipping Cos."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_04708,"Benzinga's Top Upgrades, Downgrades For December 18, 2019",up,neutral,0.3892,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Benzinga's Top Upgrades, Downgrades For December 18, 2019"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_13186,Tyson shares are trading lower after the company issued FY19 EPS guidance below analyst estimates.,up,down,0.388,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Tyson shares are trading lower after the company issued FY19 EPS guidance below analyst estimates."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_05664,GameStop Sees FY19 Adj. EPS $1.15-$1.30 vs $1.48 Est.,up,down,0.435,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""GameStop Sees FY19 Adj. EPS $1.15-$1.30 vs $1.48 Est."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07231,"Barron's Picks And Pans: Medtronic, Tesla, Walmart And More",neutral,down,0.4004,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Barron's Picks And Pans: Medtronic, Tesla, Walmart And More"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_05661,5 Stocks Moving In Tuesday's After-Hours Session,up,down,0.4315,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""5 Stocks Moving In Tuesday's After-Hours Session"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_01606,"Deutsche Bank Upgrades BlackRock to Buy, Raises Price Target to $543",up,neutral,0.3686,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Deutsche Bank Upgrades BlackRock to Buy, Raises Price Target to $543"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_14156,Shares of companies in the semiconductor space are trading higher amid US-China trade optimism. The sector has China exposure and has been highly affected by trade tensions this year.,up,down,0.4275,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of companies in the semiconductor space are trading higher amid US-China trade optimism. The sector has China exposure and has been highly affected by trade tensions this year."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_03162,Video Game Stocks Mostly Unaffected By 'Fortnite' Blackout,up,up,0.3819,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Video Game Stocks Mostly Unaffected By 'Fortnite' Blackout"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_09794,Shares of several oil & gas companies are trading lower on escalated trade tensions after China announced it plans to impose a 5%-10% tariff rate on $75 billion worth of U.S. goods.,up,neutral,0.37,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Shares of several oil & gas companies are trading lower on escalated trade tensions after China announced it plans to impose a 5%-10% tariff rate on $75 billion worth of U.S. goods."" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_07633,"Cyber Monday Puts Major Retailers Walmart, Amazon, Target And Others In Focus",neutral,down,0.3951,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Cyber Monday Puts Major Retailers Walmart, Amazon, Target And Others In Focus"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
FNSPID_04136,"Benzinga Pro's Top 5 Stocks To Watch For Fri., Nov. 15, 2019: JCP, JD, TLRY, FCX, AMAT",up,down,0.3968,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Benzinga Pro's Top 5 Stocks To Watch For Fri., Nov. 15, 2019: JCP, JD, TLRY, FCX, AMAT"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_08704,Lilly Announces $400M Capital Investment In Manufacturing Facilities In Indianapolis,up,neutral,0.3697,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""Lilly Announces $400M Capital Investment In Manufacturing Facilities In Indianapolis"" reads as a up signal for the stock, which is consistent with an upward next-day move.",
FNSPID_10715,"The Daily Biotech Pulse: EC Approves Roche's Tecentriq For Breast Cancer, Trevena On Track For NDA Resubmission, Edap Earnings",neutral,neutral,0.3739,"[PLACEHOLDER - Ollama unavailable, not a real model explanation] The headline ""The Daily Biotech Pulse: EC Approves Roche's Tecentriq For Breast Cancer, Trevena On Track For NDA Resubmission, Edap Earnings"" reads as a neutral signal for the stock, which is consistent with little or no next-day move.",
